HeadX;HeadY;HeadZ;HipCenterX;HipCenterY;HipCenterZ;SpineX;SpineY;SpineZ;ShoulderCenterX;ShoulderCenterY;ShoulderCenterZ;ShoulderLeftX;ShoulderLeftY;ShoulderLeftZ;ElbowLeftX;ElbowLeftY;ElbowLeftZ;WristLeftX;WristLeftY;WristLeftZ;HandLeftX;HandLeftY;HandLeftZ;ShoulderRightX;ShoulderRightY;ShoulderRightZ;ElbowRightX;ElbowRightY;ElbowRightZ;WristRightX;WristRightY;WristRightZ;HandRightX;HandRightY;HandRightZ;HipLeftX;HipLeftY;HipLeftZ;KneeLeftX;KneeLeftY;KneeLeftZ;AnkleLeftX;AnkleLeftY;AnkleLeftZ;FootLeftX;FootLeftY;FootLeftZ;HipRightX;HipRightY;HipRightZ;KneeRightX;KneeRightY;KneeRightZ;AnkleRightX;AnkleRightY;AnkleRightZ;FootRightX;FootRightY;FootRightZ;IDPOS
0,08940423;0,7347257;2,408071;0,05859753;0,07983395;2,386755;0,0606441;0,1512986;2,450251;0,0684166;0,5633047;2,45607;-0,1147527;0,4045519;2,474033;-0,1708442;0,1656203;2,518151;-0,3176952;0,3668519;2,418149;-0,3637093;0,4224999;2,391621;0,2456212;0,3832908;2,467571;0,2806376;0,1739229;2,529003;0,2523074;-0,01707233;2,35457;0,2601877;-0,09535452;2,373883;-0,02491009;0,002429769;2,37754;-0,04066079;-0,4919133;2,437709;-0,03510224;-0,8302951;2,401709;-0,05899105;-0,8882302;2,324925;0,1392822;-0,002407449;2,370291;0,1704004;-0,5000166;2,399444;0,1702441;-0,8319456;2,384233;0,1706678;-0,8914862;2,305038;1;
0,09866001;0,7262372;2,404416;0,05822999;0,07944679;2,386771;0,0594245;0,1503661;2,450301;0,06802341;0,5586432;2,456015;-0,1145132;0,4044549;2,472974;-0,1755973;0,1722369;2,51553;-0,3224483;0,3734684;2,415528;-0,3683893;0,4290282;2,389042;0,2451114;0,3811662;2,471185;0,2773489;0,1515866;2,562847;0,3061736;-0,0504162;2,593438;0,3059491;-0,1269329;2,586798;-0,02601254;0,002263713;2,375487;-0,0409534;-0,4917966;2,437973;-0,03533833;-0,8300008;2,401762;-0,05910029;-0,8882332;2,324479;0,1386431;-0,003561168;2,371692;0,1696821;-0,4998066;2,398843;0,1701299;-0,8319925;2,384208;0,1707659;-0,89153;2,304891;1;
0,1097727;0,7219307;2,402214;0,0580101;0,07752629;2,386618;0,05715646;0,1480381;2,450035;0,06776341;0,5552818;2,454927;-0,1064811;0,4054332;2,466879;-0,177497;0,1698324;2,513397;-0,324348;0,371064;2,413394;-0,3703919;0,4267482;2,386849;0,2452409;0,3797516;2,477671;0,2792005;0,1363485;2,57879;0,3066903;-0,07115676;2,590437;0,2927474;-0,1741371;2,583596;-0,02554036;0,001544408;2,373502;-0,04142602;-0,4921132;2,438101;-0,03524219;-0,8299834;2,401757;-0,05924245;-0,888302;2,324417;0,1376676;-0,005769429;2,373788;0,1691936;-0,4996305;2,398645;0,1698473;-0,832008;2,383893;0,1707066;-0,8914874;2,304701;1;
0,1250529;0,7129816;2,39974;0,05794269;0,07722875;2,386544;0,0538379;0,1477576;2,449632;0,06886996;0,5527431;2,452832;-0,1004878;0,4068279;2,461632;-0,1865461;0,1805017;2,506516;-0,3333971;0,3817332;2,406513;-0,3794705;0,437453;2,379951;0,2487074;0,3795481;2,493301;0,2804621;0,1287351;2,58801;0,3178971;-0,1501781;2,557815;0,3139624;-0,2437913;2,512195;-0,02510869;0,002105122;2,370842;-0,04203778;-0,4921297;2,438371;-0,0352364;-0,8299963;2,401858;-0,05966473;-0,8882301;2,323813;0,136559;-0,007004981;2,376347;0,1679232;-0,4991402;2,39765;0,1698257;-0,832071;2,383651;0,1707686;-0,8914824;2,304679;1;
0,1447453;0,7011237;2,395652;0,05804409;0,07532693;2,388049;0,05212634;0,146432;2,450696;0,06916027;0,5527071;2,453135;-0,09807155;0,4069176;2,459104;-0,1908459;0,182088;2,503736;-0,3376969;0,3833195;2,40373;-0,3838148;0,4390931;2,377143;0,2496842;0,3741409;2,502209;0,2858566;0,1233194;2,596311;0,3283631;-0,1534561;2,54703;0,3542337;-0,2301437;2,481222;-0,02472283;0,001673257;2,370986;-0,04330277;-0,4925647;2,438738;-0,03520268;-0,8299863;2,401849;-0,05977622;-0,8881673;2,323657;0,1357616;-0,009472623;2,380614;0,1660133;-0,4988474;2,397169;0,1697571;-0,8322635;2,383701;0,1709633;-0,8915009;2,304342;1;
0,1568754;0,6942971;2,39414;0,05761643;0,07540752;2,388296;0,04953014;0,1469041;2,450407;0,07499018;0,5475651;2,449752;-0,08883705;0,4130236;2,453028;-0,1934123;0,1807624;2,501473;-0,3402633;0,3819939;2,40147;-0,3864208;0,4378154;2,374859;0,2514232;0,3710652;2,510101;0,2875556;0,1180305;2,600424;0,3569453;-0,1477641;2,519655;0,3939768;-0,2152886;2,449165;-0,02524203;0,003159945;2,371137;-0,04449746;-0,4937808;2,439347;-0,03511375;-0,8301237;2,40192;-0,06083385;-0,8883896;2,324422;0,1333528;-0,009206714;2,382063;0,1638976;-0,4981882;2,396786;0,1697058;-0,8322638;2,383675;0,1707938;-0,8912105;2,304205;1;
0,1651533;0,6909472;2,393453;0,0570472;0,07497323;2,388458;0,04721801;0,1468715;2,450025;0,0789882;0,547096;2,448861;-0,08641437;0,4123304;2,450609;-0,1975681;0,1785399;2,499134;-0,3444191;0,3797714;2,399132;-0,3906428;0,435673;2,372483;0,2536058;0,3687612;2,522153;0,2896012;0,1118353;2,604801;0,3752493;-0,1380277;2,496984;0,4284571;-0,1996808;2,404589;-0,02612204;0,003600833;2,369809;-0,04602741;-0,4941393;2,439742;-0,0356078;-0,8297732;2,402059;-0,06174592;-0,8887369;2,3254;0,1307169;-0,01077721;2,385047;0,1628533;-0,4974526;2,396719;0,16954;-0,8324099;2,383592;0,1710634;-0,8912521;2,303831;1;
0,1727927;0,6884034;2,393604;0,05663767;0,07447003;2,388748;0,04697721;0,1463915;2,450067;0,08941381;0,537787;2,444448;-0,08522259;0,4117578;2,4487;-0,201541;0,1779849;2,493971;-0,348392;0,3792164;2,393972;-0,3947325;0,4352593;2,367255;0,2516026;0,3667961;2,522761;0,2897298;0,1098912;2,605586;0,3897744;-0,1122962;2,476285;0,4606169;-0,1649615;2,371292;-0,02626584;0,003636876;2,369783;-0,04660986;-0,4942262;2,439959;-0,03574957;-0,8297076;2,402063;-0,06155349;-0,8887322;2,32542;0,1286979;-0,0106977;2,386475;0,1616578;-0,4973189;2,396905;0,1690952;-0,8307565;2,383824;0,1707368;-0,8903804;2,30504;1;
0,1874844;0,6847177;2,396053;0,05499083;0,07243242;2,389153;0,04545119;0,1454554;2,449885;0,09157975;0,5400433;2,44413;-0,08108888;0,4114527;2,445329;-0,2056643;0,1769271;2,490372;-0,3525154;0,3781587;2,390375;-0,3990231;0,4344039;2,363562;0,2501252;0,3644374;2,525451;0,2897965;0,106938;2,607126;0,3915919;-0,08771882;2,466043;0,4771748;-0,1138146;2,343834;-0,02724336;0,003309005;2,369457;-0,04710218;-0,4941179;2,440258;-0,0356932;-0,8299732;2,402126;-0,06155342;-0,8887351;2,325236;0,1254995;-0,01199141;2,388287;0,1603106;-0,4965595;2,39723;0,1690458;-0,8306535;2,383915;0,1707149;-0,890309;2,30491;1;
0,1957305;0,6817017;2,397411;0,05477817;0,07232747;2,389492;0,04507516;0,1452791;2,450053;0,0963592;0,5407385;2,445817;-0,07881947;0,4118275;2,442653;-0,2097376;0,173227;2,486207;-0,3565887;0,3744586;2,386211;-0,4032229;0,4308568;2,359326;0,2486196;0,3624983;2,525315;0,2882827;0,1045642;2,606765;0,3940732;-0,06198006;2,456606;0,471913;-0,06935332;2,337999;-0,02738988;0,003861444;2,368006;-0,04828763;-0,4937432;2,440526;-0,03575146;-0,83;2,4021;-0,06088299;-0,8888708;2,325137;0,1225492;-0,01168364;2,392889;0,158832;-0,4961984;2,398057;0,1686753;-0,8303478;2,384034;0,170718;-0,8901257;2,304943;1;
0,2021398;0,6773725;2,399067;0,05366902;0,07173929;2,390731;0,04447294;0,1449513;2,450722;0,09966882;0,5408854;2,446476;-0,07835326;0,4112671;2,441184;-0,2126815;0,1728781;2,482425;-0,3595325;0,3741097;2,38243;-0,406365;0,4307476;2,35543;0,2465266;0,3601685;2,526309;0,28599;0,1041706;2,608898;0,3911303;-0,0449537;2,453269;0,4737178;-0,03153601;2,316232;-0,02792996;0,003897062;2,367845;-0,0490137;-0,4934923;2,440752;-0,03571111;-0,8303332;2,40218;-0,06070367;-0,8889682;2,325078;0,1189763;-0,01193557;2,396726;0,157029;-0,496729;2,399194;0,1686213;-0,8303564;2,384051;0,1707888;-0,8900455;2,305102;1;
0,2066969;0,6794904;2,400946;0,05349742;0,07178085;2,390815;0,04349367;0,1451089;2,450522;0,1035859;0,5428419;2,447935;-0,07410412;0,4135902;2,4378;-0,2128788;0,1757594;2,478079;-0,3613442;0,3742242;2,378902;-0,4083299;0,4310476;2,351813;0,2456167;0,3578826;2,527898;0,2675543;0,1316778;2,611514;0,3894356;-0,03079273;2,4417;0,4724594;-0,02592025;2,316743;-0,02881726;0,005957327;2,363871;-0,04931612;-0,4934323;2,441009;-0,03575904;-0,830197;2,40201;-0,06069123;-0,8888519;2,325357;0,1177472;-0,01237343;2,399016;0,1555398;-0,4967639;2,400384;0,1685539;-0,8302182;2,384266;0,1709614;-0,8898736;2,305119;1;
0,2132819;0,6785384;2,403774;0,05347936;0,07178777;2,390949;0,04252309;0,1451458;2,450471;0,1044786;0,5437957;2,449483;-0,06739264;0,419841;2,434187;-0,2091171;0,1831092;2,472895;-0,3622601;0,373831;2,375944;-0,4093507;0,4307811;2,348795;0,2441682;0,356063;2,528616;0,2574224;0,1485683;2,615074;0,390314;-0,0169095;2,430252;0,4681775;-0,01024435;2,314643;-0,02763788;0,007413074;2,361851;-0,04987149;-0,4937622;2,44165;-0,03592214;-0,8302548;2,402078;-0,05883194;-0,888194;2,32821;0,116875;-0,0125072;2,400838;0,1547269;-0,4964078;2,401124;0,16874;-0,8299874;2,384654;0,1712685;-0,8897103;2,305954;1;
0,2135191;0,677061;2,406285;0,05335553;0,07177971;2,391011;0,04225823;0,1450442;2,450479;0,106249;0,5432012;2,450576;-0,06706919;0,4184502;2,433154;-0,2088691;0,18038;2,467563;-0,3639227;0,3678401;2,371286;-0,4111114;0,4249088;2,344081;0,2430755;0,3544199;2,529434;0,2553983;0,14882;2,612826;0,3906509;-0,01217425;2,424206;0,4667981;-0,000305526;2,30984;-0,02781969;0,007874367;2,360429;-0,0502679;-0,4940212;2,44192;-0,03588369;-0,8302398;2,402207;-0,0596093;-0,889371;2,329749;0,1160801;-0,01258364;2,401727;0,1543529;-0,4962684;2,401555;0,1680978;-0,8291956;2,385259;0,1710463;-0,8889495;2,306947;1;
0,2214331;0,6713281;2,408823;0,05292216;0,07149561;2,391201;0,04169782;0,1447163;2,450589;0,107183;0,5429262;2,451897;-0,06506199;0,4189226;2,431868;-0,2090889;0,1818309;2,46555;-0,3642374;0,3694035;2,369216;-0,4115189;0,4265844;2,341957;0,2420894;0,3521164;2,530177;0,2538702;0,149647;2,612235;0,3909522;-0,008477191;2,418356;0,4654512;0,009506109;2,304578;-0,02792772;0,00796879;2,358924;-0,05080391;-0,4946536;2,442517;-0,03590222;-0,8302928;2,40219;-0,06071736;-0,8892074;2,328763;0,1141614;-0,01327401;2,403471;0,1538562;-0,4963797;2,402381;0,1679962;-0,8292682;2,38528;0,1710473;-0,8889544;2,306952;1;
