;0,4457108;0,7392362;2,697351;0,3884353;0,1312053;2,717091;0,4083629;0,1947462;2,765798;0,4473502;0,5519215;2,749852;0,2736188;0,4381639;2,785081;0,1866869;0,1787241;2,842087;0,1545319;0,4013517;2,775756;0,1599591;0,485585;2,756111;0,6226983;0,4211982;2,707736;0,8332366;0,4218341;2,649777;0,8234639;0,6683993;2,616175;0,7997832;0,7690597;2,605729;0,2944992;0,06645179;2,726393;-0,05455592;-0,1725468;2,623116;-0,09632985;-0,5746458;2,609707;-0,1652592;-0,6176313;2,599372;0,4598424;0,03801172;2,69083;0,3913786;-0,46094;2,665022;0,3678745;-0,8398902;2,682695;0,3552129;-0,9060908;2,614825; 
0,430896;0,7375278;2,724505;0,3791037;0,1336389;2,735547;0,4007516;0,1959857;2,787815;0,4344148;0,5529358;2,772636;0,2636902;0,4417635;2,808184;0,183971;0,180173;2,850606;0,1518159;0,4028006;2,784409;0,1572181;0,4866452;2,764855;0,6075329;0,4266986;2,72004;0,8147625;0,4486295;2,655217;0,8154378;0,66609;2,626706;0,7893005;0,7797955;2,623414;0,2877761;0,06797184;2,746279;-0,05281526;-0,1734863;2,628638;-0,09316152;-0,5761473;2,60057;-0,1697493;-0,6327364;2,587259;0,4491265;0,04240207;2,706177;0,3870703;-0,4636402;2,673883;0,3648523;-0,8443165;2,685475;0,3547652;-0,90641;2,615409; 
0,4282021;0,743982;2,724783;0,3786228;0,1346948;2,736197;0,4000884;0,1968626;2,788416;0,4340672;0,5530491;2,772915;0,2628584;0,4420967;2,809339;0,1839;0,1801733;2,850684;0,151745;0,4028009;2,78449;0,1571475;0,4866523;2,764935;0,6065325;0,4316171;2,723201;0,8132753;0,4544972;2,656427;0,8143896;0,6656634;2,627814;0,7847874;0,7829016;2,624707;0,2873313;0,06874231;2,747091;-0,05213979;-0,1740758;2,629184;-0,09315607;-0,5762447;2,600893;-0,1424396;-0,6457659;2,589236;0,4487227;0,04351597;2,706534;0,3870045;-0,463561;2,673858;0,3652112;-0,8438466;2,685246;0,3547748;-0,9059822;2,614977; 
0,4276878;0,7437132;2,724757;0,3764081;0,1355906;2,737245;0,398086;0,1975034;2,789353;0,4326729;0,5527351;2,773704;0,2615603;0,4426207;2,810724;0,183911;0,1806009;2,850865;0,1517559;0,4032285;2,784674;0,157159;0,4870871;2,765117;0,6065222;0,431417;2,723324;0,8128123;0,4590225;2,657324;0,8134291;0,6701468;2,628362;0,7834759;0,7839887;2,623015;0,2852731;0,06915528;2,748073;-0,05173475;-0,1767748;2,629937;-0,09196351;-0,5825607;2,601275;-0,186104;-0,6384231;2,584758;0,4461161;0,04434785;2,707458;0,3868341;-0,4635279;2,673977;0,3668478;-0,8419547;2,684633;0,3543469;-0,9052321;2,61162; 
0,4253111;0,7392442;2,725523;0,3764131;0,1356013;2,737226;0,3981348;0,1975306;2,789281;0,4317104;0,5527478;2,773807;0,2597706;0,4419588;2,811805;0,1838134;0,1785442;2,851264;0,1516584;0,4011718;2,785077;0,1570625;0,4850475;2,765516;0,6062633;0,4316322;2,723535;0,8124156;0,4614897;2,658598;0,8124869;0,6725161;2,628538;0,7770708;0,7884021;2,621538;0,285353;0,069048;2,748127;-0,04940024;-0,180388;2,631421;-0,09196637;-0,582689;2,601358;-0,1886735;-0,6341858;2,585258;0,446216;0,04437372;2,707309;0,3866014;-0,4635201;2,673835;0,3671038;-0,8416483;2,684175;0,3545144;-0,905107;2,611351; 
0,4242295;0,7402803;2,725177;0,3761181;0,135969;2,737604;0,3977397;0,1978902;2,78959;0,4306119;0,5527545;2,774035;0,2590894;0,442228;2,812279;0,1835934;0,1783631;2,851428;0,1514384;0,4009907;2,785244;0,1568437;0,4848852;2,765678;0,605792;0,4312288;2,723549;0,8117374;0,4627784;2,658963;0,8115752;0,6737968;2,629021;0,7755511;0,7899291;2,622495;0,2850912;0,06921452;2,748491;-0,04839629;-0,1820327;2,632365;-0,07811937;-0,5870012;2,599794;-0,1756656;-0,6376339;2,585879;0,4461245;0,04482009;2,707695;0,3864534;-0,4634047;2,673661;0,3658188;-0,8413665;2,683689;0,3544308;-0,9050528;2,610831; 
0,4235514;0,7397355;2,725919;0,375694;0,1361399;2,737601;0,3971269;0,1981371;2,789434;0,4288217;0,5522978;2,773359;0,258512;0,4423745;2,8126;0,1832027;0,1779024;2,851666;0,1510476;0,40053;2,785486;0,1564545;0,4844478;2,765915;0,60482;0,4302695;2,723643;0,8102782;0,4650507;2,659337;0,8100313;0,6760269;2,629039;0,7721223;0,7927228;2,623383;0,2847001;0,06922802;2,748725;-0,04773116;-0,1832974;2,632604;-0,07611474;-0,5849188;2,599709;-0,1757644;-0,6314408;2,585943;0,4458795;0,04501299;2,707566;0,3861737;-0,4635505;2,673444;0,3653779;-0,8427858;2,683885;0,3545491;-0,9052514;2,610881; 
0,4224865;0,7390834;2,726295;0,3752027;0,1359379;2,737871;0,3964462;0,197899;2,789743;0,4274681;0,5522075;2,774187;0,2577358;0,4422142;2,812788;0,1826967;0,1774482;2,85221;0,1505417;0,4000758;2,786033;0,1559501;0,4840177;2,766456;0,6038395;0,4303934;2,72391;0,8084093;0,4705991;2,660267;0,8083931;0,681551;2,62982;0,7710465;0,7943235;2,623651;0,2842855;0,06879231;2,749238;-0,04716754;-0,1847356;2,632767;-0,09183837;-0,6046218;2,59859;-0,1799142;-0,6438848;2,585641;0,4455749;0,04495103;2,707567;0,3855982;-0,4660409;2,673012;0,3650306;-0,8430374;2,68366;0,3533861;-0,9069579;2,609802; 
0,4214496;0,7384554;2,726343;0,3751292;0,1366116;2,738159;0,3962276;0,1984766;2,789888;0,4267555;0,5523124;2,774144;0,2569291;0,4425424;2,813653;0,1824888;0,1773865;2,852499;0,1503338;0,4000141;2,786326;0,1557441;0,4839857;2,766742;0,6033946;0,4313986;2,724856;0,8078846;0,4722461;2,661557;0,8083329;0,6830959;2,629995;0,766508;0,7964109;2,62272;0,2842339;0,06901458;2,74967;-0,04398692;-0,1886827;2,633395;-0,08975779;-0,6085823;2,599246;-0,1737173;-0,6479174;2,583505;0,4457997;0,04591192;2,707688;0,3857208;-0,4649398;2,672659;0,3654627;-0,8412845;2,683235;0,3521034;-0,905771;2,610601; 
0,4210806;0,7381884;2,726122;0,3750395;0,136915;2,738317;0,3960007;0,1988764;2,789888;0,4255528;0,552623;2,773776;0,25637;0,4427527;2,814207;0,1824204;0,1777455;2,852367;0,1502654;0,400373;2,786198;0,1556781;0,4843814;2,766606;0,6029169;0,4321267;2,725435;0,8073099;0,4738607;2,662682;0,8059894;0,6846807;2,630944;0,7580576;0,8010679;2,62486;0,2841933;0,06900146;2,750152;-0,04317185;-0,1896033;2,633667;-0,08158474;-0,5958949;2,599174;-0,1737464;-0,6493411;2,582969;0,4459149;0,04649825;2,707722;0,3853696;-0,4606691;2,671692;0,3652386;-0,8411709;2,683181;0,3544661;-0,9045832;2,616301; 
0,4200419;0,7373337;2,724727;0,3750242;0,1371106;2,738426;0,395715;0,1991173;2,789843;0,4247442;0,5524902;2,773442;0,2555754;0,4427763;2,814646;0,1823159;0,1776356;2,852596;0,150161;0,4002632;2,78643;0,155568;0,4841854;2,766859;0,6023859;0,434705;2,727419;0,8066773;0,4767625;2,664535;0,7753353;0,7453739;2,63672;0,7476649;0,825967;2,62278;0,2842853;0,06898887;2,750237;-0,04158166;-0,1913623;2,633748;-0,08008379;-0,6028131;2,598876;-0,1701473;-0,6523819;2,58237;0,4459531;0,04688442;2,707989;0,3852744;-0,4619129;2,671362;0,3653207;-0,8418664;2,682236;0,3537429;-0,9050686;2,613528; 
0,4186127;0,7377352;2,724082;0,3742053;0,1378255;2,739043;0,3946702;0,1999153;2,79011;0,4231976;0,5527331;2,773129;0,2548726;0,4428762;2,815332;0,1824104;0,1776853;2,852908;0,1502554;0,4003129;2,786745;0,1556576;0,484159;2,767191;0,6018481;0,4356012;2,72833;0,8059052;0,4788549;2,665607;0,7754006;0,7454101;2,637086;0,7438558;0,8253655;2,629753;0,283797;0,06931854;2,750843;-0,03864313;-0,196862;2,633402;-0,07877342;-0,6150581;2,598328;-0,182213;-0,6491475;2,577389;0,4451436;0,04778147;2,708847;0,3850102;-0,4621941;2,671118;0,3659196;-0,8421804;2,682541;0,3538389;-0,9052243;2,613095
