;0,1841598;0,7474917;2,439301;0,1617457;0,116157;2,33996;0,1501928;0,1762582;2,401109;0,1504268;0,5449808;2,430351;0,00164092;0,4202093;2,414763;-0,08829425;0,1697973;2,332078;-0,09376242;-0,03260804;2,188292;-0,09468506;-0,1323536;2,155255;0,3407287;0,4196113;2,479919;0,413092;0,138936;2,459926;0,4559195;-0,08516638;2,420434;0,4463518;-0,1718502;2,422979;0,0844636;0,04968873;2,309578;0,06090063;-0,3361779;2,051534;0,05279171;-0,6377555;1,864214;0,06751236;-0,6639394;1,768655;0,2431233;0,03049906;2,33228;0,1646014;-0,5188668;2,256181;0,1902119;-0,7968715;2,347445;0,1713526;-0,775975;2,246399; 
0,141824;0,7189053;2,334634;0,1363477;0,09880167;2,305949;0,1270694;0,1610484;2,362576;0,1222953;0,5225321;2,363686;-0,04185523;0,4065958;2,366657;-0,09715092;0,1493156;2,274805;-0,09281437;-0,07836667;2,174592;-0,06591962;-0,1407585;2,136169;0,3024671;0,4061957;2,418778;0,3583241;0,1566482;2,374727;0,3414495;-0,04945023;2,260712;0,3279613;-0,138764;2,245168;0,05887216;0,02543558;2,2785;-0,03219804;-0,375435;2,17767;0,1096338;-0,7547175;2,077937;0,1579586;-0,797023;2,031052;0,2172506;0,01600696;2,306459;0,104619;-0,4476902;2,191758;0,0651563;-0,8281275;2,316197;0,09444922;-0,8160256;2,215842; 
0,1422127;0,7182285;2,328074;0,1314195;0,09713711;2,304322;0,1234132;0,1600972;2,36077;0,1219026;0,5230054;2,360213;-0,04215877;0,4065963;2,365761;-0,1027262;0,136903;2,279163;-0,1192619;-0,09390581;2,193346;-0,1237144;-0,1862627;2,180353;0,3002574;0,4068561;2,414763;0,3602514;0,155176;2,373827;0,3421621;-0,05075973;2,259687;0,3278426;-0,1367915;2,243508;0,05339045;0,02431072;2,279423;-0,03525893;-0,3766245;2,177001;0,1017029;-0,7563314;2,06955;0,1537923;-0,797447;2,028909;0,2109242;0,01495838;2,303422;0,1047066;-0,4479693;2,1931;0,06449383;-0,8285989;2,317341;0,09291375;-0,816058;2,216747; 
0,1418451;0,7162528;2,32352;0,1289813;0,09670328;2,303607;0,1211581;0,1596645;2,359838;0,1204613;0,521935;2,357882;-0,0425252;0,4066775;2,364825;-0,109385;0,1260196;2,285076;-0,1464614;-0,09718356;2,21676;-0,15222;-0,1795799;2,205276;0,3002985;0,4060043;2,411933;0,3603491;0,1534242;2,372149;0,3427077;-0,05250967;2,257891;0,3263733;-0,13723;2,242976;0,05062308;0,02388824;2,279644;0,06169824;-0,3951961;2,154096;0,1140318;-0,7374735;2,060732;0,126293;-0,7691881;1,975693;0,2088705;0,01454869;2,302442;0,1031643;-0,4476634;2,194216;0,06023628;-0,8302239;2,312944;0,08539392;-0,8172557;2,211496; 
0,1418998;0,7143766;2,317832;0,1264301;0,09607527;2,302776;0,1192537;0,1592432;2,358823;0,120161;0,5212328;2,3552;-0,0427313;0,4079305;2,363572;-0,1186172;0,1195942;2,290585;-0,1698692;-0,104992;2,239473;-0,194309;-0,1924658;2,242161;0,2998773;0,4054645;2,408282;0,3581564;0,1532037;2,368151;0,3426004;-0,0538798;2,255874;0,325096;-0,1382135;2,241645;0,04769959;0,02365376;2,280173;0,06112277;-0,3949286;2,154176;0,1073283;-0,7301275;2,056364;0,1190964;-0,7619885;1,971272;0,2057443;0,01378915;2,300874;0,1010092;-0,4482931;2,195382;0,05695145;-0,8320665;2,310738;0,079473;-0,8183545;2,208728; 
0,142878;0,7137377;2,31311;0,1250951;0,09612182;2,302045;0,1188462;0,1595579;2,357978;0,120608;0,5211803;2,351886;-0,04223383;0,4105894;2,360978;-0,1261591;0,1221744;2,298069;-0,188082;-0,09822947;2,260569;-0,2253308;-0,1856087;2,266424;0,2978435;0,4078968;2,400302;0,3573458;0,1540487;2,365263;0,3415869;-0,05332588;2,253566;0,3220624;-0,1405924;2,239678;0,04645334;0,02406754;2,280233;0,06111247;-0,3945131;2,15371;0,09608957;-0,7216877;2,050565;0,1066601;-0,7537426;1,965354;0,2037681;0,01420587;2,299882;0,0979307;-0,4468713;2,195547;0,05376223;-0,8314972;2,308728;0,0747652;-0,817758;2,206359; 
0,1440554;0,7129372;2,306199;0,1223508;0,09534568;2,299932;0,1167308;0,1592874;2,355517;0,1209158;0,5210242;2,34639;-0,04229015;0,4114679;2,357621;-0,1341852;0,1214978;2,306061;-0,2046639;-0,1049377;2,278943;-0,2481042;-0,1836783;2,289636;0,2974087;0,4081717;2,395282;0,3549734;0,1544418;2,35964;0,3396722;-0,05428369;2,250706;0,3156694;-0,1545403;2,227428;0,04356846;0,02419448;2,279706;0,05989273;-0,3942568;2,152195;0,08513432;-0,7223076;2,045035;0,09532198;-0,7546228;1,959841;0,2004058;0,01290216;2,297085;0,09051555;-0,4478734;2,192737;0,0416361;-0,835739;2,295215;0,06249864;-0,8187271;2,193272; 
0,1448898;0,7136747;2,300269;0,1208724;0,09523182;2,298035;0,1158282;0,1596916;2,353237;0,1208492;0,5222308;2,341417;-0,04288899;0,4123524;2,353523;-0,1390933;0,1233123;2,311166;-0,2118731;-0,0949335;2,289733;-0,253286;-0,1752799;2,298394;0,2968128;0,4083954;2,387767;0,3531086;0,1547988;2,355638;0,3366067;-0,05410337;2,24722;0,3128935;-0,1543611;2,223491;0,04221848;0,02436374;2,278843;0,05741566;-0,3943177;2,149684;0,06391054;-0,7352616;2,032027;0,112276;-0,7958983;2,024179;0,1988592;0,01265928;2,295247;0,08883056;-0,4477781;2,193246;0,03411576;-0,835903;2,292786;0,04361408;-0,8186098;2,189173; 
0,1444154;0,7105344;2,294976;0,1181111;0,09481534;2,295033;0,1134791;0,159277;2,349716;0,1195482;0,5189427;2,334826;-0,04400319;0,4127298;2,348852;-0,1428118;0,1238387;2,314337;-0,2234088;-0,09152819;2,301613;-0,2585865;-0,1735395;2,306302;0,2966884;0,4084982;2,381312;0,3520595;0,1558653;2,351464;0,3340436;-0,05282412;2,242783;0,3104114;-0,1528976;2,218;0,03933029;0,02420519;2,277303;0,05265553;-0,3945597;2,145514;0,05731091;-0,7347032;2,029679;0,103978;-0,7971159;2,026818;0,1959273;0,01187113;2,291744;0,08810536;-0,4479988;2,194199;0,1562679;-0,7983872;2,289574;0,1218923;-0,7947487;2,189891; 
0,1435107;0,7100711;2,29021;0,1154999;0,09435852;2,29105;0,1115261;0,1588193;2,345719;0,1186544;0,5191163;2,331679;-0,04562216;0,4126375;2,344645;-0,1452968;0,1240359;2,315651;-0,2267476;-0,0910293;2,304268;-0,2607732;-0,1697832;2,310714;0,2957616;0,408168;2,374568;0,3505747;0,1563418;2,346409;0,33185;-0,0523444;2,237791;0,3090357;-0,153096;2,214829;0,0363685;0,02377582;2,274415;0,026673;-0,3823247;2,155327;0,04831024;-0,7322037;2,025784;0,08955993;-0,7985065;2,031097;0,1933149;0,01130391;2,28706;0,09724384;-0,4358972;2,212613;0,1543848;-0,7998482;2,28781;0,1800169;-0,8921562;2,243602; 
0,1433892;0,7103648;2,28494;0,1124084;0,09387885;2,286201;0,1088041;0,1586156;2,340659;0,1173294;0,5196583;2,325874;-0,04774236;0,4120677;2,33968;-0,1460583;0,1242921;2,316087;-0,2281488;-0,09054495;2,305563;-0,2606983;-0,1685703;2,312085;0,2946457;0,4079244;2,369149;0,348729;0,1572015;2,341125;0,3298597;-0,05134062;2,23216;0,3069768;-0,1523949;2,21035;0,03268817;0,02350743;2,270207;0,03944257;-0,4152009;2,162694;0,03675838;-0,7319865;2,023391;0,04492148;-0,7648233;1,938147;0,1902987;0,0103651;2,2823;0,09951854;-0,436784;2,216968;0,1485036;-0,8054705;2,283436;0,1759455;-0,890134;2,238681; 
0,1427661;0,7114357;2,282035;0,1102253;0,09396165;2,28137;0,1066045;0,1587076;2,335813;0,1171906;0,5199347;2,321377;-0,0484001;0,4125036;2,33533;-0,147086;0,1239045;2,315737;-0,2276931;-0,09152237;2,305101;-0,2561506;-0,1703498;2,3122;0,2947246;0,4079063;2,367438;0,3481027;0,1574746;2,338329;0,3286491;-0,05050471;2,228197;0,3065187;-0,1517925;2,20643;0,02955664;0,02364881;2,264449;0,02963253;-0,4261515;2,155013;0,01672154;-0,7370811;2,021235;0,04945019;-0,8012848;1,991624;0,1882051;0,01011229;2,278333;0,1526083;-0,4873195;2,265244;0,14273;-0,8194693;2,278605;0,1720352;-0,8896544;2,236675
